Season,Repetition,PH,IFP,NLP,NGP,NGL,NS,MHG,GY,Cultivar Encoded
2.0,2.0,87.6,15.0,55.0,104.0,1.89,2.2,175.92,3246.896552,35.0
2.0,3.0,91.4,18.2,60.2,141.4,2.35,3.6,166.68,3150.862069,35.0
2.0,4.0,89.6,16.27,70.93,151.13,2.12,3.0,160.81,3037.189655,35.0
2.0,1.0,82.6,16.0,84.0,147.2,1.75,3.6,146.98,3475.448276,21.0
2.0,2.0,87.6,15.8,79.2,151.8,1.92,3.8,139.22,3409.103448,21.0
2.0,3.0,94.8,17.2,64.0,118.0,1.84,3.6,135.65,3304.678161,21.0
2.0,4.0,88.33,16.33,75.73,139.0,1.84,3.67,135.19,3348.931034,21.0
2.0,1.0,64.4,16.6,76.0,168.0,2.21,3.6,145.69,3418.850575,18.0
2.0,2.0,64.6,17.6,116.8,271.2,2.32,3.8,147.24,3651.586207,18.0
2.0,3.0,58.8,14.8,86.4,180.6,2.09,2.2,156.32,3487.931034,18.0
2.0,4.0,62.6,16.33,93.07,206.6,2.21,3.2,157.61,3605.310345,18.0
1.4501225679428429,1.3211122755630158,69.00655605321495,14.830122161472568,59.114609106019614,131.74461207834918,3.057030691638323,4.429929680082961,168.11797621653767,3415.628457098888,40.0
1.6636832140638949,2.595435193130953,68.34746785098952,15.475553274089762,59.19050301335519,131.80871033491212,2.21500315256461,4.591341126785218,167.8265002719491,3414.736764657509,40.0
1.7098192146465112,2.426780527168029,68.57889587567814,16.180407241970656,59.182742146211844,131.68010937253064,3.1156063434207555,4.017400461624381,167.87029619351102,3414.8405079253944,40.0
1.6783368959130818,2.176125865915929,68.71368126720964,15.980469166375128,59.028567901300725,131.7695610385676,2.147467148495477,3.9928348697601685,167.7664367079569,3415.193361511832,40.0
1.6928021929356853,1.8902164469508984,68.33182672715314,14.861666901052896,58.72378377793691,131.85872039811994,1.9896355998048663,4.177915578784117,167.64499737020594,3415.5429375876247,40.0
0.8816404406054493,2.412892948437235,68.25303872116528,15.61614192452514,59.650558631031345,132.19375148893502,1.8005338526170758,4.238253480238212,168.58679305332146,3415.5796224399937,40.0
1.7039820749546684,3.2536782848447894,68.97325436565333,15.797823036655698,59.058567156277974,131.68144132376597,2.214817891607095,3.9043378089511256,167.4457540617048,3414.9971286046266,40.0
2.204089128576368,2.581985283463576,68.42745777212258,15.59686949115226,58.30982594789424,131.65441168349543,2.1391397211324765,4.569690191734774,168.47336885982372,3415.048415909138,40.0
1.9595472962331193,2.127184211872529,68.12076773703278,15.598934872058269,58.4550403487342,131.6504446601375,1.7814164456123533,4.165804124473595,168.2457711763929,3415.285979147769,40.0
1.064488369205619,2.433341028839472,67.75092610929164,15.771598755884769,58.444407588716516,131.6639063776522,1.9048527411899776,4.068129142816996,167.6434698384293,3415.4826805898915,40.0
2.032211822329237,2.278377191696079,68.31099352635474,15.432062756501603,58.78308811441903,131.3136017021508,1.9051806248325194,3.7834795958490623,168.75433270332232,3415.339423565664,40.0
2.185348813788449,2.2640473931031107,69.10716305455854,15.987887315959332,59.04604707998849,131.58927897414802,2.321074200646352,4.174801048017396,167.89309806705106,3415.8368104539522,40.0
1.0094921510298038,2.666433918569006,68.3682210027682,15.299098736066155,58.89146188771859,132.22221706961022,2.278961962097678,3.2549283874042096,168.26615891266655,3414.987976837037,40.0
1.389724905103682,2.8134546208230113,68.39493091756674,15.31872035722697,58.40431691196668,132.2509380807929,2.771156727339493,4.214092725233016,168.23777083482815,3415.079296773471,40.0
1.8195623181069576,1.9974344575604375,68.14956266937638,15.645749457090664,59.00848585460727,132.38772502191932,2.5739548512255293,4.178388884995564,168.6559140841275,3415.5257290882255,40.0
1.03061882673583,2.360659938604868,68.75424854538225,15.687208909691332,58.843688902649454,132.01754927837408,1.9301893803225356,3.9539412303454164,167.65090333290647,3415.4980914532666,40.0
1.8214806700060047,2.6691484489468396,68.31849666793069,15.33294323716484,58.78040427960104,132.38302966591618,2.092751238737294,4.085298532987516,168.63586821253963,3415.844074500473,40.0
0.9854986664622923,2.717268342177396,68.75879447684196,14.897964463980948,58.94869116645225,131.93864765658049,2.1944550713082744,4.608046772007015,168.19312075834608,3416.1114502637397,40.0
1.4178669002948407,3.0156053945164194,68.51124784324803,15.227834695623875,59.48840721861383,132.47194023472377,1.7742550199039335,3.225395815511529,168.1215197014681,3414.966938711238,40.0
1.5419166457683664,2.934808330944864,67.883082747098,15.076269431686878,59.04061060338233,132.14424333286848,2.146321595492918,3.7698366009496795,168.34877025297158,3415.1095053011313,40.0
1.3840919245669816,2.393177153688452,67.64309126483347,14.957993803692657,58.55724049810438,131.95199391601645,2.15814986862667,3.673270793052352,167.68258510057404,3415.1044237782676,40.0
2.0243984432193676,1.7245844084320556,68.89534631123595,16.003728365293185,58.9928778416645,131.25958699561318,2.0157859857911045,3.686213437686645,168.33214321166398,3415.7310268009364,40.0
1.8806284920042737,1.6151781614730676,68.4284532168767,15.548226394368251,59.66128973524007,131.52470197138697,2.86863461870536,4.084972372501654,168.29704724933816,3415.233130630633,40.0
1.943208193676127,2.8231134607683974,68.56203480363126,15.958664235023537,58.942085165113944,131.89423864848874,3.3693519175457967,3.6277196830356617,167.8926024522866,3416.194610896665,40.0
1.5249249872202237,2.4440967592822367,67.97041626855619,16.482547610546856,58.62487138170428,131.05257510277957,2.241650035782079,4.439319016301995,168.36155442805165,3415.5332766773454,40.0
1.9003953906471687,2.159104623096721,68.39186952159372,16.027404436987858,58.43358673413011,131.50741717537755,2.4898791873082056,4.161266782920686,168.74414157728606,3415.017538710875,40.0
0.9542337379145925,2.3570010202102405,68.59113723129585,15.328998446941645,58.83049772825511,132.04208423670352,2.203834069028549,4.469701241018586,167.56527455359705,3415.613623480795,40.0
2.2161174231396243,1.8641562307208333,67.84524563521073,15.40322094857256,58.99984546187749,132.12236003216788,2.2281138902459463,3.6788221268633965,168.46899620754638,3415.301175634769,40.0
2.0481035503970024,2.6709808611381574,68.29560433412342,14.912515014426717,58.64246346693646,132.29572227237782,2.471121547154741,3.011772198157817,169.247408738982,3415.915958480445,40.0
1.197659453034812,2.8448937089342725,68.15624297913955,15.945218772084472,59.36347220843358,131.95874045790643,2.1578469751351803,3.825748013376735,168.19776900882906,3415.492529868762,40.0
1.5539099803394558,2.2498916303883822,67.82762472527138,15.429137734705465,59.26307312006639,132.11251781464935,2.915773901400317,3.4850265834943537,168.3355139447778,3414.7565790320814,40.0
1.2096879931376654,2.573471049498124,68.84547928600051,15.50923048683713,58.754416056430195,132.16572306069912,1.6687911290699646,3.955386114821345,167.4196933032944,3415.2093087145277,40.0
1.1192635236583874,2.6011005894413377,68.05125433066925,15.67415492799275,59.423714469114046,131.11562995658545,2.72001846381149,4.581806741978363,168.37573517968474,3415.6160039221886,40.0
2.086235215130146,2.798206708291434,68.72202132158623,14.520908022318773,58.01776793984365,131.08150922558985,1.8502863624286578,3.9284692988516112,168.17766676697696,3415.4558994274794,40.0
1.836962670121494,2.807416643393434,68.16623281465543,15.359165110904765,58.58487189486859,132.21927599977403,2.444053203379939,4.171493601396256,167.95548470548457,3415.240075444471,40.0
1.6580457570398957,2.3961843163294723,68.77221255720059,14.87443648343753,58.96047015704396,132.10015781717485,1.699776965387925,3.9337733656421703,168.56724782760378,3415.1796272060333,40.0
1.411311265221577,3.4341983644006335,67.60171320404093,16.235509624998922,59.815541167947785,132.13830674697957,1.6329919874559082,4.464898551966297,168.61712206036222,3415.7103676673432,40.0
1.697588829378228,2.9987478356951605,68.12199354011705,15.730161822437003,58.84609177879357,131.72040297397427,1.9275333277232436,3.7480499203643287,168.29604984053404,3416.037378493057,40.0
1.5038567735515698,1.9701114765456311,68.06341038775629,15.915426115406875,58.52029059254946,132.13272272544305,2.8477680511834937,3.7573213058670056,168.27903915019257,3415.4835474002557,40.0
1.715451720056813,2.264910680760204,68.58551465605528,15.741118847221243,59.187600796563345,132.29783449116692,2.0260418208417983,4.324684728076817,168.03763090655994,3415.089928133833,40.0
